Total Gross Profit,Back Gross Profit,Front Gross Profit,Buyer Postal Code,Inventory Type,Make,Model,Color
5600.3,2255.94,3046.36,62033,U,Ford,Fusion,RED
1438.15,785.71,354.44,62002,U,Chevrolet,Equinox,WHITE
1219.53,1504.64,-583.11,620027325,U,Ford,Fusion Hybrid,WHITE
3230.51,658.65,2273.86,48124,U,Ford,Fiesta,GREEN
5169.85,3812.65,1059.2,62208,N,Chevrolet,Malibu,WHITE
2265.5,2017.06,-49.56,622941073,U,Chevrolet,Sonic,SILVER
-949.75,267.4,-1515.15,62239,U,Chevrolet,Camaro,GRAY
1988.19,0,1690.19,63111,U,Chrysler,LeBaron,
6702.25,615.96,5788.29,62095,U,GMC,Yukon,BLACK
3385.41,2239.71,847.7,620101814,N,Chevrolet,Equinox,GRAY
8730.12,5821.62,2610.5,620241014,N,Chevrolet,Malibu,WHITE
2776.72,2418.09,60.63,620025235,U,Chevrolet,Malibu,BLACK
8195.25,5530.25,2367,620241624,N,Chevrolet,Blazer,BLACK
-209.16,576,-1083.16,62025,U,Cadillac,XT5,BLACK
5557.61,820,4439.61,620952250,U,Hyundai,Elantra,BLUE
2978.47,1952.94,727.53,622082530,U,Chevrolet,Silverado 1500,BLACK
3033.61,306.36,2429.25,620871780,U,Ford,Escape,
4128.31,560,3270.31,62010,U,Nissan,Versa Note,MAROON
3609.76,660,2880.76,62220,U,Chevrolet,Cruze Limited,GRAY
2436.78,1990.08,148.7,62002,N,Chevrolet,Malibu,RED
6939.72,750,5891.72,62067,N,Chevrolet,Silverado 3500HD,WHITE
3398.8,1501,1599.8,622321453,N,Chevrolet,Colorado,BLACK
6156.74,200,5658.74,62801,U,Chevrolet,Equinox,BLUE
2859.07,1806.34,754.73,62269,U,Chevrolet,Equinox,SILVER
5520.2,201,5021.2,62560,N,Chevrolet,Silverado 3500HD,SILVER
2415.43,2766.56,-649.13,63031,U,Ford,Flex,MAROON
9448.49,2265.94,6884.55,630178422,N,Chevrolet,Corvette,BLACK
1824.88,458.08,1068.8,62014,U,Cadillac,XT4,BLUE
5108.69,2697.68,2113.01,620343210,N,Chevrolet,Traverse,BLACK
4196.6,1971.02,1927.58,620841016,U,Kia,Stinger,BLACK
1644.03,0,1346.03,535891756,U,Mazda,MX-5 Miata,BLACK
3715.53,201,3216.53,620493202,U,Chevrolet,Trailblazer,BLACK
5593.48,3603.11,1692.37,62016,U,Nissan,Rogue,SILVER
7449.75,2165.66,4986.09,620211628,U,Chevrolet,Silverado 1500,WHITE
4035.18,1832.24,1904.94,63050,U,Chevrolet,Silverado 1500,WHITE
597.84,0,299.84,63044,U,Chevrolet,Blazer,BLACK
2816.89,201,2317.89,620211124,U,Buick,Verano,GRAY
4100.03,1201,2601.03,62025,U,Buick,Encore GX,RED
798.34,0,500.34,63110,U,RAM,ProMaster City,WHITE
3809.6,0,3511.6,62095,U,Chevrolet,Cruze,SILVER
4527.18,1262.01,2967.17,62062,U,GMC,Sierra 1500,RED
874.09,201,375.09,622261868,U,Cadillac,XT4,BLACK
3123.28,2464.25,361.03,62095,U,Chevrolet,Colorado,SILVER
2556.6,2496.84,-238.24,62052,U,Dodge,Journey,SILVER
3094.92,603.38,2193.54,620254232,N,Chevrolet,Equinox,RED
4111.32,2546.42,1266.9,620024891,N,Chevrolet,Equinox,WHITE
2218.64,361.44,1559.2,62249,N,Chevrolet,Malibu,GRAY
1759.78,342.48,1119.3,622493225,N,Chevrolet,Equinox,WHITE
3656.13,720.43,2637.7,620242093,N,Chevrolet,Equinox,WHITE
2094.79,3019.89,-1223.1,62052,U,Honda,Pilot,SILVER
3413.82,1577.42,1538.4,620521078,N,Chevrolet,Equinox,RED
3584.24,3053.58,232.66,62095,U,GMC,Terrain,BLACK
5556.71,2686.89,2571.82,62014,U,Chevrolet,Sonic,SILVER
4078.63,3331.03,449.6,62063,N,Chevrolet,Malibu,ASH
2530.37,1201,1031.37,62025,U,Chevrolet,Colorado,BLUE
5361.94,437,4626.94,620241726,N,Chevrolet,Traverse,SILVER
2188.9,402,1488.9,62033,N,Chevrolet,Equinox,WHITE
5945.24,3300,2347.24,63137,U,GMC,Yukon,GRAY
2595.92,1979.44,318.48,62024,N,Chevrolet,Suburban,PEARL
3963.35,382,3838.03,62012,U,Volkswagen,Golf,WHITE
-1912.31,201,-2411.31,62010,U,Chevrolet,Spark,PURPLE
5466.66,1432.63,3736.03,62047,U,Chevrolet,Malibu,GRAY
5282.59,1657.87,3326.72,62040,U,Chevrolet,Equinox,BLACK
-3431.42,0,-3729.42,63367,U,Chevrolet,Suburban,WHITE
10649.74,2813.45,7538.29,62012,U,Chevrolet,Silverado 1500,GRAY
10932.08,8593.88,2040.2,620102868,N,Chevrolet,Silverado 1500,SAND
2365.34,2480.55,-413.21,622344934,U,Chevrolet,Blazer,BLACK
5185.22,3512.57,1374.65,62052,U,Chevrolet,Malibu,SILVER
3393.53,0,4543.53,63031,U,Chevrolet,Equinox,BLUE
1133.72,2866.63,-2030.91,62095,U,RAM,1500 Classic,SILVER
1295.39,0,997.39,62035,U,Chevrolet,Malibu,GRAY
5863.35,868.4,4696.95,62035,U,RAM,1500,WHITE
1491.21,2159.93,-966.72,62226,U,Chevrolet,Cruze,WHITE
2148.85,1968.46,-117.61,620241785,U,Chevrolet,Impala,PEARL
2785.22,3530.22,-1043,620523465,U,Chevrolet,Colorado,BLUE
1451.12,531.42,621.7,62025,N,Chevrolet,Malibu,RED
4006.1,3181.9,526.2,620181220,N,Chevrolet,Malibu,BLU
5133.36,1989.42,2845.94,62422,U,Toyota,4Runner,WHITE
550.31,3012.53,-2760.22,61953,U,Toyota,Highlander,BLUE
6207.45,909.23,5000.22,62014,U,GMC,Sierra 2500HD,BLACK
4083.2,201,3584.2,62021,N,Chevrolet,Silverado 1500,BLU
5606.46,3368.56,1939.9,620241063,N,Chevrolet,Equinox,BLACK
4266.82,1913.53,2055.29,62002,N,Chevrolet,Traverse,RED
4213.92,181.3,3734.62,62010,U,Chevrolet,Silverado 1500,WHITE
-432.11,1245.72,-1975.83,62088,U,RAM,2500,SILVER
5169.56,3485.06,1386.5,62067,N,Chevrolet,Colorado,BLACK
-2698.15,636.18,-3632.33,62245,U,GMC,Acadia,WHITE
1060.16,2524.59,-1762.43,62024,U,Chevrolet,Spark,BLUE
2638.8,2594.2,-253.4,62001,N,Chevrolet,Silverado 1500,BLACK
4849.71,1685.22,2866.49,62035,U,Cadillac,XT5,WHITE
5485.7,2511.17,2676.53,62801,U,Nissan,Rogue,WHITE
3691.23,3930.67,-537.44,620241063,U,GMC,Acadia,WHITE
3939.65,258.12,3383.53,62062,U,Chevrolet,Equinox,BLUE
6576.03,0,6278.03,62097,U,Hyundai,Santa Fe Sport,BEIGE
-214.77,603.03,-1115.8,620025232,U,Ford,Bronco Sport,WHITE
4088.54,1334.18,2429.36,622232128,U,Hyundai,Elantra,BLACK
1397.32,579.81,492.51,620257422,U,Honda,Passport,WHITE
8497.6,3880.7,4318.9,63052,N,Chevrolet,Tahoe,WHITE
4083.2,1300.67,2484.53,624714543,U,Nissan,Kicks,BLUE
4441.88,3308.35,835.53,620121981,U,Chevrolet,Equinox,BLACK
2238.57,2267.52,-353.95,620241322,U,Chevrolet,Traverse,RED
1325.39,201,799.39,620161166,U,Chevrolet,Equinox,SILVER
5625.15,3761.41,1538.74,620122121,U,GMC,Terrain,RED
3667.67,796.11,2546.56,85326,U,Chevrolet,Silverado 1500 LTD,RED
4918.02,723.28,3869.74,633852798,U,Jeep,Wrangler Unlimited,GREY
4280.47,2430.62,1524.85,620102819,U,Chevrolet,Equinox,GRAY
6118.27,155.56,5637.71,620951739,U,Chevrolet,Colorado,SILVER
-1741.78,291,-2357.78,628015908,U,Kia,Sorento,GRAY
5450.2,1797.79,3327.41,620407040,U,Dodge,Challenger,WHITE
1900.37,510.67,1064.7,620954059,N,Chevrolet,Trailblazer,GRAY
4736.1,201,4210.1,620972133,N,Chevrolet,Tahoe,BLACK
5298.38,1790.08,3183.3,620526402,U,GMC,Acadia,RED
6925.53,3674.33,2926.2,620241619,N,CHEVROLET,SILVERADO,GRAY
-1523.15,0,-1821.15,63303,U,Chevrolet,Equinox,GRAY
4067.75,3600.17,169.58,622491500,U,Chevrolet,Malibu,SILVER
234.03,1898.44,-1962.41,626261745,U,Chevrolet,Cruze,BLACK
4229.91,2339.69,1565.22,620951545,U,Chevrolet,Sonic,SILVER
2460.93,1998.4,137.53,620351248,U,Chevrolet,Spark,WHITE
1412.07,487.21,599.86,622345252,U,Honda,CR-V,BLUE
5624.97,745.85,4554.12,62048,U,Chevrolet,Captiva Sport,BLUE
3401.91,0,3076.91,620025838,U,Chevrolet,Malibu,GRAY
1180.62,736.43,119.19,620243100,U,Kia,Forte,BLUE
4954.73,2694.8,1934.93,620241654,U,Dodge,Journey,WHITE
5702.08,1650.95,3726.13,620102256,U,RAM,2500,WHITE
5679.84,2936.04,2418.8,620161421,N,Chevrolet,Blazer,RED
3497.39,283.83,2888.56,620841025,U,Chevrolet,Silverado 1500,WHITE
3789.13,0,3464.13,620454425,U,Chevrolet,Equinox,SILVER
4386.36,2776.02,1312.34,62234,U,Cadillac,CT4,STEEL
3114.84,2266.7,523.14,630161421,U,Nissan,Maxima,WHITE
6980.65,2133.21,4522.44,620027043,U,Chevrolet,Captiva Sport,GRAY
3340.7,2201,814.7,625681343,N,Chevrolet,Silverado 1500,BLUE
24.09,201,-501.91,622262466,U,Chevrolet,Equinox,BLACK
3268.31,811.07,2132.24,622031932,U,Chevrolet,Traverse,CHAMPAIGN
5334.49,0,5009.49,620841307,U,Dodge,Journey,SILVER
1811.69,1104.57,382.12,620122614,U,Chevrolet,Malibu,WHITE
3484.38,2480.81,678.57,620952444,U,Chevrolet,Trax,RED
5044.32,1473.07,3246.25,622942107,U,Chevrolet,Silverado 1500,WHITE
3541.88,3017.28,199.6,620403549,N,Chevrolet,Malibu,BLUE
-181.38,201,-707.38,52761,U,GMC,Savana 2500,WHITE
2636.66,2342.1,-30.44,620101247,U,Buick,Envision,WHITE
3694.75,2582.86,786.89,622342321,U,Chevrolet,Sonic,BLACK
7413.44,1149,5939.44,61953,U,GMC,Acadia,WHITE
-1058.86,200,-1556.86,47715,U,Freightliner,Sprinter 2500,WHITE
5407.97,0,5082.97,620181353,U,Chevrolet,Malibu,GRAY
4737.61,0,4439.61,620952250,U,Hyundai,Elantra,BLUE
8525.14,2831,5369.14,620142632,U,Chevrolet,Silverado 2500HD,WHITE
2935.4,1386.01,1224.39,620951402,U,Chevrolet,Colorado,WHITE
3677.28,3212.13,140.15,620352156,U,GMC,Terrain,SILVER
3318.81,2726.97,266.84,620882078,U,Dodge,Challenger,RED
5804.35,109.52,5369.83,620403502,U,Chevrolet,Trax,WHITE
10592.79,3430.55,7785.24,620402731,U,GMC,Acadia,WHITE
1392.09,0,1067.09,630421592,U,Dodge,Grand Caravan,WHITE
2484.63,299,1860.63,622204873,U,Chevrolet,Colorado,SILVER
2501.61,201,1975.61,620121025,U,Chevrolet,Silverado 1500,RED
6793.41,3168.29,3300.12,620634031,U,Ford,Explorer,WHITE
6753.15,2394,4034.15,631215623,U,Cadillac,Escalade,BLACK
6885.74,1932,4628.74,620022606,U,Ford,Escape,GRAY
9922.35,4404.33,5193.02,620241204,U,Chevrolet,Silverado 1500,BLUE
8592.85,3534.8,4733.05,620101190,U,Chevrolet,Silverado 1500,WHITE
4120.23,2853.03,942.2,620101066,N,Chevrolet,Equinox,RED
3709.1,946.01,2438.09,370553710,U,Ford,Explorer,BLUE
2470.61,92.16,2053.45,62018,U,Ford,Escape,GRAY
6190.62,2410.35,3455.27,62016,U,Ford,F-150,GRAY
5327.55,202.66,5124.89,622202772,U,Jeep,Cherokee,BLACK
5699.64,923.41,4451.23,62014,U,Chevrolet,Suburban 1500,WHITE
3467.16,2498.66,643.5,62095,N,Chevrolet,Colorado,BLACK
4926.4,2614.61,1986.79,620401937,U,Chevrolet,Blazer,RED
4225.97,2755.25,1145.72,626856139,U,Chevrolet,Colorado,RED
-2959.97,201,-3485.97,633763858,U,Chrysler,Pacifica,WHITE
5136.79,0,4811.79,620691101,U,Chevrolet,Traverse,WHITE
6083.89,643.89,5115,620953219,U,Chevrolet,Bolt EV,RED
2348.7,201,1822.7,62095,N,Chevrolet,Equinox,WHITE
6072.25,201,5546.25,620884105,N,Chevrolet,Corvette,RED
6227.02,1386.94,4905.08,620025339,U,Chevrolet,Equinox,BLUE
3476.09,0,3151.09,620253125,U,Lexus,RX 330,BLUE
6227.97,2835.58,3067.39,620022929,U,Ford,Mustang,BLACK
6248.95,326.82,5597.13,62035,U,Chevrolet,Colorado,RED
6944.03,3090.25,3528.78,620024881,U,Honda,Accord,BLACK
946.24,104.02,517.22,620102445,U,Chevrolet,Suburban 1500,GRAY
5643,100,5218,62234,U,Chevrolet,Cruze,RED
3325.39,0,3000.39,63106,U,Chevrolet,Equinox,WHITE
6740.52,3407.63,3007.89,62094,U,GMC,Terrain,WHITE
3795.79,2418.76,1052.03,62025,U,Ford,Fusion,WHITE
6233.29,2358.01,3550.28,62002,U,Kia,Optima,WHITE
3344.98,1991.09,1028.89,62049,U,Nissan,Altima,WHITE
-2309.78,0,-2634.78,601041350,U,Chrysler,300,WHITE
4464.23,1540.76,2598.47,620102011,U,GMC,Terrain,SILVER
5818.86,2367.42,3126.44,62033,U,Chevrolet,Equinox,RED
1235.81,250.25,660.56,617341727,U,Chevrolet,Blazer,RED
2662.2,201,2136.2,620254655,N,CHEVROLET,SILVERADO,WHITE
2806.59,3212.99,-731.4,620181541,N,Chevrolet,Silverado 1500,BLACK
5187.44,858.48,4003.96,62084,U,Chrysler,300,RED
2593.57,1892.74,375.83,62095,U,Chevrolet,Trax,RED
2179.92,1028.37,826.55,61854,N,Chevrolet,Bolt EUV,SILVER
8223.64,1956.79,5941.85,620951706,U,Cadillac,XTS,RED
3461.42,596.26,2540.16,62084,U,Chevrolet,Silverado 1500,WHITE
2503.66,1408.44,770.22,62002,U,Chevrolet,Spark,BLUE
4188.01,3556.9,306.11,62040,U,Ford,Transit-150 Cargo,WHITE
5691.78,2619.44,2747.34,62024,U,Chevrolet,Sonic,BLUE
-104.44,2008.11,-2437.55,620341825,U,Dodge,Challenger,WHITE
3851.46,50.4,3476.06,620257561,U,Chrysler,200,BLACK
2507.27,2829.03,-646.76,62047,U,Ford,Edge,WHITE
5752.85,2920.46,2507.39,62812,U,Buick,Encore GX,WHITE
6042.86,810,5545.74,62223,U,Chevrolet,Colorado,SILVER
5553.51,1946.92,3708.59,62921,U,Chevrolet,Silverado 1500,GRAY
5029.53,2153.92,2550.61,620211803,U,Chevrolet,Silverado 1500,SILVER
2190.1,500,1365.1,62025,N,Chevrolet,Silverado 1500,WHITE
1307,201,781,62338,N,Chevrolet,Malibu,WHITE
1049.96,509.93,215.03,62232,U,Ford,Ranger,RED
4391.24,3096.47,969.77,62010,N,Chevrolet,Trailblazer,BLACK
5904.76,0,5579.76,62002,U,Chevrolet,Equinox,BROWN
2744.93,1254.43,1165.5,62040,N,Chevrolet,Silverado 1500,SAND
3968.57,2728.42,915.15,62035,N,Chevrolet,Trailblazer,GRAY
3299.36,1970.86,1003.5,62254,N,Chevrolet,Trailblazer,WHITE
10709.75,5773.75,4611,62025,N,Chevrolet,Suburban,BLACK
3900.87,2731.25,844.62,62048,N,Chevrolet,Traverse,GRAY
3418.11,351,2742.11,62016,U,Chevrolet,Silverado 1500,WHITE
5075,2549.91,2200.09,62685,U,Chevrolet,Equinox,BLUE
468.9,3820.81,-3676.91,62040,U,Dodge,Challenger,RED
2196.16,3092.63,-1221.47,620101634,U,Volkswagen,Tiguan,GRAY
4105.53,2831.6,948.93,62002,U,Chevrolet,Malibu,SILVER
2968.48,1267.04,1376.44,62040,U,Chevrolet,Equinox,BLACK
7551.59,2734.17,4492.42,63301,U,Chevrolet,Malibu,RED
4666.79,0,4341.79,62024,U,Nissan,Altima,BLUE
3079.95,201,2553.95,62025,U,Chevrolet,Equinox,BLACK
6856.63,1176.65,4481.62,62221,U,Chevrolet,Equinox,GRAY
2676.24,500,1851.24,62047,U,Ford,Explorer,BLUE
7581.65,3209.44,4047.21,620351419,N,Chevrolet,Traverse,SILVER
596.6,387.99,-116.39,62002,U,Chevrolet,Impala,GOLD
5536.22,500,4711.22,63015,U,Chevrolet,Express 2500,WHITE
3004.33,2650.53,28.8,62065,U,Chevrolet,Traverse,WHITE
3408.93,1785.93,1298,63129,U,Toyota,RAV4,WHITE
4311.76,2692.52,1294.24,620952031,U,Dodge,Durango,WHITE
4518.2,201,3992.2,620122822,N,Chevrolet,Silverado 1500,RED
5787.75,3773.36,1689.39,62221,U,Hyundai,Kona,SILVER
4881.56,1415.37,3141.19,62095,U,Chevrolet,Cruze,RED
4118.6,2569.53,1224.07,620101841,U,Chevrolet,Silverado 1500,BLACK
8173.99,2166.5,5682.49,62234,U,Chevrolet,Equinox,BLUE
-2652.02,0,-2977.02,63123,U,Ford,Fusion Energi,WHITE
7385.12,2860.56,4199.56,62002,U,Chevrolet,Silverado 1500,RED
2427.82,201,1901.82,62010,N,Chevrolet,Silverado 1500,BLACK
2129.39,201,1603.39,62035,U,Buick,Encore,BLACK
2041.81,540.92,1175.89,62095,U,Chrysler,Pacifica,BLACK
1746.36,2687.83,-1266.47,620881615,U,Chevrolet,Traverse,BLACK
3408.86,1366,1717.86,62033,U,Nissan,Murano,GREY
4088.46,243.43,3520.03,62510,U,GMC,Sierra 1500,BLACK
4356.43,201,3830.43,620951518,U,Chevrolet,Cruze,BLUE
426.2,0,101.2,62711,N,Chevrolet,Silverado 1500,BLACK
-2627.72,1261,-4213.72,62675,U,Chevrolet,Traverse,BLACK
-1146.97,201,-1672.97,62034,U,Toyota,Camry Hybrid,GRAY
2176.49,537.75,1313.74,620351645,U,Kia,Stinger,WHITE
5017.25,2141.04,2551.21,62062,U,Kia,Stinger,BLACK
1301.89,201,775.89,620951503,U,GMC,Terrain,GRAY
5647.16,2082.16,3240,622493846,U,GMC,Terrain,SILVER
-4462.43,201,-4988.43,620023851,U,Chevrolet,Blazer,BLACK
1502.32,1400.52,-223.2,63366,N,Chevrolet,Colorado,GRAY
6825.42,0,6500.42,62269,U,Chevrolet,Equinox,GRAY
4393.14,2976.14,1092,620101342,N,Chevrolet,Trailblazer,BLACK
4571.16,3208.64,1037.52,620402874,U,Chevrolet,Malibu,BLUE
3268.32,405.25,2538.07,620251626,U,Chevrolet,Sonic,RED
6145.4,0,5820.4,604622948,N,Chevrolet,Corvette,BLACK
5711.8,0,5386.8,62040,U,Ford,Escape,GRAY
4914.68,3098.38,1491.3,62269,U,Toyota,Highlander,SILVER
3974.98,2395.93,1254.05,62234,U,Chevrolet,Silverado 1500,WHITE
5316.79,0,4991.79,62052,U,Chevrolet,Malibu,BLACK
4041.08,2686.81,1029.27,620402225,N,Chevrolet,Equinox,RED
6112.49,1113.1,4674.39,636402937,U,Ford,F-150,SILVER
1641.9,1756.3,-439.4,633473120,U,Dodge,Durango,GRAY
5389.22,2322.12,2742.1,620403642,U,Chevrolet,Colorado,WHITE
3873.41,978.23,2570.18,622062252,U,Ford,Edge,SILVER
3306.6,1962.09,1019.51,629025040,U,Mitsubishi,Outlander Sport,ORANGE
2727.33,857,1545.33,620255103,U,Jeep,Wrangler JK,SILVER
4782.55,1231.66,3225.89,620372312,U,Jeep,Wrangler Unlimited,WHITE
2305.6,2518.5,-537.9,62084,N,Chevrolet,Silverado 1500,BLACK
5722.57,1196.87,4200.7,622345887,N,Chevrolet,Silverado 2500HD,WHITE
2792.25,2358.72,108.53,62025,U,RAM,ProMaster City,WHITE
6139.06,1498.64,4315.42,620407136,U,Volkswagen,Passat,PURPLE
1723.01,3329.1,-1931.09,620691327,U,Dodge,Durango,WHITE
3938.7,1600,2013.7,620523450,N,Chevrolet,Equinox,WHITE
1133.31,0,808.31,622371646,U,Chevrolet,Traverse,WHITE
2661.45,50.98,2285.47,620241329,U,Chevrolet,Impala Limited,WHITE
3973.41,2894.16,754.25,62035,U,Chevrolet,Equinox,BLACK
5025.46,3540.86,1159.6,622203321,N,Chevrolet,Malibu,GRAY
6212.04,2859.65,3027.39,630881960,U,Chevrolet,Camaro,BLACK
393.27,281.53,-213.26,620251325,U,Nissan,Altima,RED
1158.47,2298.84,-1465.37,620405043,U,Toyota,Corolla,RED
6330.59,78.42,5927.17,630801733,U,Ford,F-150,GRAY
7869.05,2911.13,4632.92,620241948,U,Chevrolet,Silverado 1500,BLUE
7601.31,2106.52,5169.79,620352303,U,Honda,CR-Z,WHITE
4365.73,3289.21,751.52,620142843,N,Chevrolet,Trax,RED
-1332.62,2607.99,-4265.61,620971257,U,Chrysler,300,WHITE
1590.7,201,1064.7,622266821,N,Chevrolet,Trailblazer,GRAY
91,201,-435,622082046,N,Chevrolet,Malibu,BLACK
2875.51,201,2349.51,62025,N,Chevrolet,Traverse,BLUE
1265.6,801,139.6,620352160,N,Chevrolet,Malibu,BLACK
8581.1,2495.86,5760.24,620241205,U,Chevrolet,Silverado 1500,RED
4227.66,1238.96,2758.7,620101168,U,GMC,Terrain,BLUE
1694.69,1161.66,208.03,620241950,U,Nissan,Rogue,GRAY
4343.68,50.29,3968.39,62010,U,Volkswagen,Jetta,BLACK
5333.55,3179.71,1828.84,620022818,U,Chevrolet,Silverado 1500,SILVER
2710.2,2351.06,34.14,620181402,U,Chevrolet,Spark,MINT
2483.38,2406.28,-247.9,620351303,N,Chevrolet,Silverado 1500,WHITE
2389.87,400.93,1663.94,626859498,U,Jeep,Grand Cherokee L,WHITE
2627.22,241.06,2061.16,620251268,U,Chevrolet,Colorado,GRAY
2115.49,878.89,911.6,620972238,N,Chevrolet,Trailblazer,GRAY
4995.42,0,4670.42,620022915,U,Chevrolet,Traverse,GRAY
8996.34,0,8671.34,620333214,U,Chevrolet,Silverado 1500,WHITE
2946.92,0,2621.92,63042,U,GMC,Savana 2500,WHITE
2014.67,2134.49,-444.82,622345512,U,Ford,Escape,RED
2938.92,601,2012.92,620223365,U,Chevrolet,Equinox,RED
4076.72,484.02,3267.7,626848608,N,Chevrolet,Traverse,PEARL
4243.88,2393.58,1525.3,620406647,N,Chevrolet,Tahoe,BLACK
5213.17,0,4888.17,620023869,U,Nissan,Altima,BLACK
4688.75,1008.33,3355.42,620611329,U,Chevrolet,Equinox,BLUE
6473.45,0,6148.45,620022107,U,Chevrolet,Traverse,GRAY
3156.93,4376.83,-1544.9,620026509,N,Chevrolet,Equinox,BLACK
5626.51,724.5,4577.01,620023802,U,Nissan,Sentra,BLACK
8927.35,4939.2,3663.15,620522072,U,Chevrolet,Bolt EV,BLUE
3955.24,2106.41,1523.83,622492257,U,Honda,Fit,SILVER
1939.32,1355.66,258.66,633763425,N,Chevrolet,Malibu,RED
4840.87,2321.93,2193.94,631373608,U,Chevrolet,Camaro,BLACK
3458.81,2032.61,1101.2,622344605,N,Chevrolet,Silverado 1500,WHITE
5956.8,1715.69,3916.11,620521071,U,Jeep,Wrangler,GRAY
3568.48,1451.22,1792.26,650845723,N,Chevrolet,Suburban,WHITE
4035.71,701,3009.71,620101400,U,Chevrolet,Silverado 2500HD,WHITE
8517.37,2246.48,5945.89,620022112,U,Nissan,Kicks,WHITE
4301.17,2285.25,1690.92,620025239,U,Buick,Encore,BLUE
-99.79,0,-424.79,620951643,U,Ford,Fusion,BLACK
4219.38,150,3944.37,620142125,U,Ford,Taurus,GRAY
1993.53,299,1369.53,63043,U,RAM,ProMaster City,WHITE
10831.44,3241.02,7265.42,522279665,U,Chevrolet,Corvette,BLUE
-1709.34,701,-2735.34,625219500,U,Chevrolet,Traverse,BLACK
4607.27,3513.57,768.7,620931014,N,Chevrolet,Silverado 1500,WHITE
4722.35,0,4397.35,62298,U,Buick,Encore,GRAY
-1501.64,1360.58,-3187.22,620101212,U,Nissan,Altima,RED
964.7,500,139.7,633861021,U,Chevrolet,Silverado 1500,BLACK
6235.92,738,5172.92,620351704,U,Dodge,Grand Caravan,GRAY
2556.68,1003.44,1228.24,620372002,U,Chevrolet,Equinox,BLUE
6612.8,3796.89,2490.91,620101451,U,Dodge,Journey,GRAY
1376.4,1301,-249.6,62014,N,Chevrolet,Silverado 1500,BLUE
2183.54,500,1358.54,620254580,U,Chevrolet,Volt,BLACK
2111.09,201,1585.09,620352936,U,Chevrolet,Blazer,SILVER
3428.33,600,2503.33,62025,U,GMC,Sierra 1500,SILVER
1645.65,523.87,796.78,631226913,N,Chevrolet,Trailblazer,RED
5020.68,3076.98,1618.7,620251523,N,Chevrolet,Trailblazer,WHITE
4223.41,201,3697.41,62095,U,Chevrolet,Silverado 1500,WHITE
4012.09,2299.77,1387.32,62084,U,Chevrolet,Trax,ORANGE
1828.98,1751.77,-247.79,62010,U,Honda,Passport,GRAY
6401.2,603,5473.2,620951109,U,Chevrolet,Equinox,BLACK
4060.68,1691.28,2044.4,622811078,U,Dodge,Challenger,RED
5359.71,1579.45,3455.26,620242044,U,RAM,1500 Classic,GRAY
2566.53,1387.06,854.47,620405528,U,Kia,Soul,ORANGE
565.62,2227.45,-1986.83,620353400,U,Chevrolet,Camaro,RED
6331.43,2784.01,3222.42,620405419,U,Nissan,Frontier,WHITE
3694.15,1771.41,1597.74,620024131,U,Chevrolet,Trax,GRAY
9558.49,2805.8,6427.69,620405117,U,Chevrolet,Silverado 2500HD,BLUE
230.58,619.5,-713.92,634016281,U,Ford,Escape,BLUE
915.6,1428.57,-837.97,620241719,U,Dodge,Journey,GRAY
2127.72,576,1226.72,620142125,U,Chevrolet,Cruze,WHITE
3948.31,3043.35,579.96,631193831,U,Chevrolet,Trailblazer,BLACK
5588.11,0,5263.11,620024465,U,Ford,Escape,WHITE
5957.35,866.28,4766.07,356034472,U,Ford,Bronco,BLUE
5533.45,1766.95,2441.5,620951520,U,Chevrolet,Trax,BLACK
7546.19,4149,3072.19,620692415,U,Dodge,Journey,BLACK
4344.05,0,4019.05,622053142,U,Chevrolet,Traverse,
6470.91,4395.51,1750.4,620953221,U,GMC,Canyon,BLACK
-762.83,1096,-2183.83,620027342,U,Chevrolet,Trax,RED
3578.21,1400,1853.21,620951840,U,GMC,Terrain,SILVER
3606.6,501,2780.6,620241521,U,Chevrolet,Silverado 1500,BLACK
769.61,255.51,189.1,620102190,N,Chevrolet,Malibu,RED
4093.42,0,3768.42,620971006,U,Jeep,Gladiator,GRAY
1959.32,0,1634.32,620122202,N,Chevrolet,Equinox,RED
4757.68,3039.26,1393.42,620241406,U,Chevrolet,Spark,GRAY
1788.92,801,662.92,620181240,U,Chevrolet,Colorado,WHITE
498.62,100,73.62,62025,U,Cadillac,XT6,WHITE
4385.4,376.7,4008.7,620026650,U,Dodge,Charger,ORANGE
3458.51,888,2245.51,620352313,U,Chevrolet,Blazer,GRAY
3136.99,2414.5,397.49,620691013,U,Kia,Seltos,SILVER
6586.84,1680.17,4581.67,65459,U,Chevrolet,Silverado 1500,WHITE
4406.93,901.72,3180.21,620181403,U,Chevrolet,Trax,GRAY
5554.01,3028.8,2200.21,620024117,U,Nissan,Rogue,GRAY
2620.18,1694.28,600.9,620241821,N,Chevrolet,Equinox,GRAY
1893.46,1684.26,-115.8,620101857,N,Chevrolet,Silverado 1500,GRAY
2477.7,850,1302.7,620951626,N,Chevrolet,Silverado 1500,RED
4047.11,2507.5,1214.61,62040,U,Chevrolet,Equinox,BLACK
3071.77,1701,1045.77,620101181,U,GMC,Sierra 1500,BLACK
4863.58,1538.66,2999.92,63631,U,Jeep,Grand Cherokee,SILVER
4546.97,551.66,3670.31,620341935,U,Hyundai,Santa Fe,WHITE
7951.41,2492.02,5134.39,620121188,U,Chevrolet,Colorado,STEEL
