Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
7/10/24,8542,44,Male,20.32,4.62,8.31,9,28,115,142,6.254307622,10,6,2
3/11/24,3210,50,Other,20.7,3.44,6.74,1,52,0,85,10.98297971,4,1,5
4/12/24,5080,55,Male,23.37,5.47,6.11,8,30,6,3,8.559646092,2,8,3
2/21/24,6713,33,Other,20.02,4.95,8.94,6,79,126,99,8.748059144,3,8,3
12/15/24,2900,51,Female,22.38,4.65,6.26,9,49,77,151,7.075724348,2,4,3
10/11/24,2059,21,Other,22.9,6.92,8.02,9,84,54,55,5.059808388,9,2,6
3/28/24,6439,23,Female,23.08,7.29,8.2,7,56,29,7,9.81285218,4,6,7
5/11/24,5418,27,Female,22.28,4.52,6.23,4,34,235,12,8.304361065,7,9,4
10/25/24,6927,48,Other,23.93,6.64,6.7,7,65,196,96,5.307022529,3,6,8
1/8/24,1251,39,Female,21.82,5.83,8.02,5,40,236,178,11.66239931,5,2,3
3/25/24,7438,30,Female,21.48,2.58,5.1,9,39,88,100,8.318011648,7,10,9
4/30/24,8477,52,Male,21.17,5.59,8.43,2,20,219,154,6.78403015,3,4,6
7/4/24,5229,34,Other,20.27,4.35,8.08,2,61,195,86,9.592286804,2,2,7
9/8/24,6358,52,Female,23.62,4.54,4.93,6,82,217,115,4.554083811,10,6,5
3/24/24,5353,21,Other,22.57,5.81,7.24,9,13,68,152,4.945214554,1,4,6
9/30/24,7400,21,Female,23.6,5.38,5.78,3,89,14,135,8.919103064,6,3,6
12/16/24,8175,56,Other,20.27,2.78,6.52,1,44,195,137,6.373364354,7,2,4
5/6/24,9351,35,Male,21.25,6.49,9.24,8,27,150,62,7.765813589,8,5,10
3/13/24,4393,55,Female,23.98,4.95,4.97,7,24,24,57,10.07799157,1,4,4
5/26/24,7589,41,Female,22.78,3.77,4.99,3,83,253,67,11.30127603,5,3,2
11/21/24,2333,52,Other,20.13,2.54,6.41,1,39,162,80,9.950518215,5,3,4
11/11/24,5699,55,Female,22.55,5.41,6.86,2,65,231,124,7.183818253,4,7,8
3/20/24,5367,41,Male,21.55,2.07,4.52,4,61,179,114,5.09659537,4,7,8
12/1/24,2553,57,Other,21.58,3.49,5.9,8,40,0,80,8.170475615,7,4,10
5/31/24,2908,18,Female,21.22,6.32,9.11,9,6,1,6,6.767935808,10,1,5
7/19/24,9829,27,Female,22.85,5.32,6.47,5,50,256,96,5.721541859,5,7,8
7/21/24,5144,40,Male,23.5,6.96,7.46,10,36,186,127,8.898548981,10,6,5
11/26/24,3899,41,Other,22.1,7.39,9.29,5,5,286,139,5.730913848,1,9,4
7/27/24,4122,25,Other,23.65,5.59,5.94,10,14,166,69,8.854806826,8,3,10
8/5/24,7057,41,Other,20.02,3.06,7.05,10,86,288,107,11.09463226,9,9,4
8/5/24,6869,19,Male,22.05,4.99,6.94,3,76,139,127,7.271207963,2,7,7
5/26/24,5567,40,Female,23.57,5.55,5.99,3,68,51,16,7.874341384,1,8,4
12/2/24,3860,30,Female,21.48,3.26,5.77,9,33,211,15,10.85761044,1,7,1
9/25/24,4623,49,Other,21.92,3.66,5.75,10,84,109,114,5.453577925,9,1,1
2/15/24,8505,19,Female,21.05,6.43,9.38,9,89,201,72,9.051988442,1,7,9
4/2/24,6783,33,Male,22.15,5.95,7.8,2,2,183,65,8.502690564,4,2,7
3/22/24,4654,46,Male,21.98,4.33,6.35,1,65,209,150,6.849364388,9,3,8
9/1/24,7308,43,Male,22.45,3.03,4.58,7,54,189,142,11.99071846,1,6,5
10/11/24,2616,44,Male,22.05,4.77,6.72,10,22,203,87,4.690666112,9,1,6
6/27/24,2703,23,Other,20.42,3.04,6.63,5,46,135,146,7.849169211,5,7,9
3/11/24,3082,19,Other,21.65,4.15,6.5,4,16,8,179,8.511394513,6,4,7
9/7/24,6393,34,Other,21.57,4.54,6.98,1,60,242,16,5.488253941,6,9,1
10/9/24,3061,45,Other,23.85,4.78,4.93,2,28,27,148,8.821898263,3,4,4
5/29/24,7799,38,Female,20.65,3.74,7.09,8,59,36,171,7.873996945,4,2,5
8/28/24,6776,53,Female,20.5,4.4,7.9,2,84,204,37,4.836901346,6,8,2
12/14/24,2695,24,Female,21.42,5.66,8.24,8,29,132,3,4.238539049,9,7,1
4/24/24,8454,36,Male,21.77,3.55,5.78,4,75,113,84,8.947262134,4,4,4
4/9/24,6421,35,Female,20.15,2.39,6.24,2,78,130,71,4.984078877,10,1,8
2/9/24,1915,29,Male,23.45,5.89,6.44,10,53,213,6,7.28622311,2,9,6
9/26/24,8851,34,Male,23.68,8.66,8.98,7,2,87,174,11.32894124,7,5,8
7/18/24,6126,56,Female,22.18,3.54,5.36,3,27,98,75,7.65146555,10,6,6
5/26/24,5671,44,Male,20.9,2.38,5.48,10,73,224,81,7.251972548,7,8,6
11/21/24,8614,58,Other,21.7,5.44,7.74,3,53,141,137,9.697056881,2,10,5
9/10/24,4373,48,Other,22.15,6.68,8.53,5,13,56,56,8.800941587,8,7,6
7/26/24,1179,30,Other,20.12,5.26,9.14,6,16,4,71,4.609175418,2,3,9
6/20/24,1972,21,Other,21.78,6.38,8.6,7,20,278,138,11.13618012,9,2,2
10/27/24,6959,27,Other,20.38,3.03,6.64,10,42,133,75,7.932410158,10,2,2
4/5/24,6466,28,Female,20.55,2.25,5.7,6,42,93,179,11.49534961,2,1,5
2/15/24,6260,23,Female,20.53,3.31,6.78,2,47,98,26,10.82597974,1,10,2
11/19/24,8909,58,Female,23.9,4.68,4.78,5,21,239,56,11.59260798,9,2,2
1/2/24,1749,53,Male,20.05,3.46,7.41,3,9,105,21,5.071234806,1,5,3
10/8/24,6239,48,Other,20.18,4.57,8.39,2,87,243,38,5.75780691,1,8,8
3/31/24,4609,29,Other,20.23,4.2,7.97,5,16,96,81,4.962845841,5,4,2
9/2/24,8820,57,Female,23.08,6.62,7.54,9,41,298,127,5.540704374,8,3,9
11/12/24,8035,22,Male,22.12,5.93,7.82,5,33,8,37,8.464216313,10,3,7
5/19/24,4850,51,Other,20.15,4.36,8.21,9,76,232,63,5.198502928,4,4,9
1/4/24,5179,22,Female,23.72,5.85,6.14,9,25,99,144,8.345765926,5,10,2
5/3/24,2974,31,Other,22.07,6.03,7.97,5,85,139,7,6.645507419,3,7,9
1/10/24,5321,28,Other,22.33,4.12,5.78,5,86,43,87,5.854419154,1,2,6
10/20/24,1220,28,Female,20.98,4.13,7.14,3,23,293,2,4.707237551,8,6,2
4/24/24,7869,21,Other,21.35,2.02,4.67,8,26,36,0,6.017115989,3,2,7
10/12/24,3291,32,Male,23.9,7.47,7.57,3,25,219,125,8.470609199,1,5,4
4/19/24,1411,24,Female,20.63,3.5,6.86,9,55,166,126,11.9532326,6,4,3
1/24/24,7451,20,Other,22.87,5.01,6.14,10,34,286,75,8.856508027,2,8,4
11/2/24,4516,36,Male,23.17,8.12,8.96,4,44,107,13,9.733661373,5,9,6
4/2/24,3375,36,Female,21.48,2.07,4.59,3,82,268,48,11.63002729,9,7,5
7/18/24,1328,33,Male,20.17,1.58,5.42,3,81,170,100,9.947392229,3,9,2
8/26/24,6755,48,Male,20.78,3.44,6.65,7,29,97,155,5.166846944,2,9,1
1/25/24,1644,38,Female,22.97,8.32,9.35,4,10,101,24,8.747660913,4,4,5
9/14/24,8531,44,Other,23.43,7.27,7.84,6,35,64,55,4.930667339,7,2,5
10/5/24,1333,18,Other,23.02,5.65,6.63,4,5,276,102,6.598727945,6,9,10
11/26/24,7025,42,Other,21.77,6.2,8.44,4,39,211,134,10.11463186,7,5,10
12/12/24,2048,57,Other,22.48,4.49,6.01,7,28,237,90,10.93638085,9,6,6
1/6/24,6786,36,Female,21.8,2.55,4.75,7,80,106,135,11.10500032,3,2,2
6/28/24,5056,54,Male,21.48,5.04,7.55,7,26,201,93,4.838925271,7,7,2
1/14/24,7088,45,Female,22.73,7.45,8.72,2,43,229,85,8.743652738,9,5,9
4/15/24,5921,19,Female,20.7,2.07,5.37,5,70,251,78,4.321459279,7,5,7
9/2/24,8540,45,Female,20.02,3.51,7.49,2,45,159,124,6.360485368,3,6,9
9/22/24,4624,54,Female,22.83,4.42,5.59,6,26,287,114,8.083675068,10,6,10
11/27/24,5503,46,Female,21,2.73,5.73,6,11,218,66,7.014531396,2,2,5
1/1/24,3302,50,Female,22.03,5.86,7.83,6,87,176,99,6.354714643,10,1,3
5/4/24,1521,19,Other,21.65,6.17,8.52,8,8,4,6,4.059281315,8,9,9
1/10/24,9957,57,Male,22.6,7.06,8.46,8,32,34,101,8.886788053,1,2,5
1/17/24,1431,53,Male,20.77,3.49,6.72,2,64,254,15,10.30669331,4,6,3
4/23/24,6151,40,Male,22.45,6.37,7.92,8,65,117,34,5.84558649,10,8,5
2/13/24,1197,42,Female,22.97,6.38,7.41,5,81,199,51,5.715269642,3,4,4
12/23/24,1345,45,Female,21.67,4.98,7.32,8,86,107,41,4.831550205,4,5,8
4/24/24,8109,33,Female,22.13,5.39,7.25,5,20,180,69,6.998261714,9,3,6
4/25/24,9662,57,Female,21.18,1.82,4.64,7,89,175,134,11.08668837,3,4,9
8/18/24,6782,18,Female,22.53,4.41,5.87,4,13,164,159,11.43783984,1,7,6
1/14/24,3126,18,Other,20.95,3.98,7.03,3,63,273,49,4.639364841,7,8,10
4/18/24,3090,55,Other,22.5,6.81,8.31,9,66,79,171,9.508548649,2,3,8
11/23/24,5943,19,Male,23.9,8.71,8.81,10,58,242,23,4.415336281,10,6,1
7/2/24,3400,47,Female,22.25,4.62,6.37,2,0,93,97,5.197253072,2,6,8
9/20/24,8315,46,Other,20.42,1.21,4.79,4,21,103,153,5.519721558,5,3,8
10/6/24,6656,27,Female,21.73,3.99,6.26,10,82,81,22,6.496278065,9,1,2
7/29/24,6677,57,Other,20.33,4.16,7.83,6,54,14,10,6.008707743,8,10,3
6/13/24,8352,41,Other,23,4.37,5.37,6,24,36,85,4.341985553,7,10,3
8/25/24,1880,53,Female,23.07,5.95,6.89,5,81,0,138,9.140801456,8,3,6
10/24/24,7513,58,Female,20.32,2.19,5.87,8,77,97,105,6.944905939,2,1,10
12/31/24,7901,28,Female,23.3,5.99,6.69,2,67,148,4,6.596710633,10,7,8
10/13/24,7839,42,Male,21.6,2.3,4.7,10,33,171,106,11.39337639,3,9,7
8/25/24,9091,59,Other,20.9,4.92,8.02,4,55,91,161,4.084054274,8,5,7
1/3/24,3783,40,Male,22.2,5.37,7.17,7,49,148,106,5.329771862,2,7,9
10/18/24,1978,39,Male,20.7,3.69,6.99,6,27,159,76,4.858914363,6,5,3
3/8/24,3125,35,Other,22.02,3.51,5.49,7,47,253,64,8.014917461,1,3,4
11/12/24,3031,19,Other,22.3,3.52,5.22,2,60,93,149,9.663725667,5,3,7
8/18/24,9859,18,Female,20.73,4.91,8.18,7,80,105,50,9.221619607,2,8,8
9/10/24,3540,42,Other,20.55,4.02,7.47,4,85,224,173,7.808499932,1,5,4
10/4/24,4482,44,Male,20.57,5.99,9.42,2,9,110,27,8.819482273,9,1,3
1/8/24,5836,58,Male,20.3,1.88,5.58,4,6,115,106,7.194583008,10,1,7
9/26/24,4032,45,Female,21.63,5.88,8.24,8,3,264,99,7.95613635,10,2,1
8/2/24,1420,37,Other,22.42,4.59,6.17,4,64,235,76,8.859990217,6,5,4
6/10/24,2013,29,Female,21.58,4.79,7.21,10,39,103,148,11.48399236,9,10,4
1/16/24,7349,51,Male,23.12,8.02,8.9,3,9,55,42,7.585507007,2,1,1
5/8/24,2298,18,Male,23.38,6.35,6.97,1,27,106,44,11.49934479,8,2,7
3/18/24,3365,32,Other,23.32,4.96,5.65,7,0,13,22,11.64288986,7,2,6
4/28/24,2773,51,Female,22.73,7.56,8.83,9,63,257,5,5.45531435,2,1,10
11/27/24,3600,52,Other,21.47,4.54,7.08,8,76,89,149,7.517905375,7,5,4
9/13/24,3421,57,Other,21.85,5.51,7.66,3,20,38,43,5.162361094,9,7,4
1/22/24,5252,21,Other,20.07,1.49,5.42,9,31,96,108,10.16181702,9,7,2
1/11/24,1954,48,Male,21.82,4.31,6.49,2,77,67,43,9.192501376,3,3,3
7/29/24,5270,37,Male,22.1,3.8,5.7,9,70,21,56,8.655027991,9,10,6
9/4/24,2919,29,Male,20.23,1.59,5.35,2,72,14,98,7.232410384,7,9,3
10/31/24,5879,49,Male,21.6,2.21,4.61,8,46,291,117,11.20120801,7,10,1
8/5/24,8886,45,Other,22.83,4.09,5.25,4,55,98,103,9.657620975,8,8,9
1/4/24,2611,41,Male,21.5,4.86,7.36,4,41,47,17,11.09498324,5,3,9
5/31/24,9851,43,Male,22.45,5.2,6.75,7,82,53,85,8.853179118,1,7,3
2/9/24,9420,22,Male,22.1,2.71,4.61,1,74,51,100,9.568125955,9,10,4
2/23/24,5612,41,Female,22.68,6.49,7.81,3,23,117,11,5.716864891,3,4,9
4/26/24,6703,46,Male,22.97,4.75,5.79,2,11,81,99,7.39064872,3,5,3
6/3/24,2996,55,Other,20.3,5.74,9.44,3,68,198,84,5.814134947,1,9,3
3/28/24,8469,32,Other,23.58,8.63,9.05,6,38,263,175,9.696483584,1,5,9
10/17/24,3495,54,Female,20.68,1.53,4.85,8,83,240,113,11.94997475,5,10,6
9/19/24,1546,44,Female,20.38,4.05,7.67,6,1,24,37,9.058269605,10,7,1
7/14/24,8019,57,Male,21.83,5.95,8.12,8,35,276,26,7.444152419,5,5,3
11/10/24,5003,27,Female,23.88,9.35,9.47,9,36,185,31,11.21556808,5,1,9
4/18/24,7026,54,Female,23.28,7.33,8.05,10,46,230,125,9.824205881,6,9,8
8/5/24,9939,36,Other,23.58,5.62,6.03,7,62,76,54,4.44151443,1,1,6
11/17/24,7257,49,Male,21.3,2.36,5.06,7,20,214,143,11.37738511,4,10,10
3/26/24,5456,53,Female,23.8,9.21,9.41,4,39,282,136,7.859601885,8,1,9
12/29/24,5053,42,Male,21.73,2.69,4.96,2,35,211,96,5.200831059,2,6,3
6/8/24,3857,26,Female,23.43,5.9,6.46,2,85,157,163,10.30326131,2,10,7
6/3/24,2328,46,Male,21.92,3.22,5.31,2,77,229,78,10.02171645,4,8,9
1/15/24,6893,29,Other,22.45,6.52,8.07,10,34,147,128,4.762260101,6,10,6
10/11/24,5932,25,Male,22.42,7.09,8.67,4,41,183,8,5.903542769,9,6,6
2/14/24,7549,34,Other,20.08,2.92,6.83,1,31,228,120,8.945080094,4,3,9
6/27/24,2352,53,Female,20.05,1.9,5.85,2,78,88,153,7.645416491,9,1,8
11/7/24,8980,30,Female,21.27,4.05,6.78,1,89,99,92,9.209744873,9,10,9
9/6/24,5534,49,Female,22.22,3.42,5.2,9,15,136,67,5.429527601,7,9,2
4/29/24,3837,22,Male,20.15,3.93,7.78,7,3,57,117,6.775980813,10,1,5
8/16/24,7503,18,Male,21.78,2.51,4.73,10,46,278,90,10.2078796,1,8,3
1/31/24,9316,46,Other,22.55,7.42,8.87,5,70,169,145,4.284072283,6,3,10
9/29/24,8100,37,Male,21.1,2.43,5.33,7,43,221,165,10.60741352,2,10,9
12/11/24,2455,34,Male,22.88,7.83,8.94,9,32,281,41,10.94516122,7,8,10
10/30/24,2775,50,Other,22.47,3.24,4.78,3,27,265,105,5.656685752,4,1,6
12/3/24,3435,22,Male,23.83,7.28,7.45,3,34,115,44,5.992338285,8,4,2
6/14/24,9343,37,Female,21.88,3.83,5.95,1,80,272,57,8.513441945,2,3,9
7/9/24,5199,36,Male,23.05,7.39,8.34,5,62,216,127,11.82542849,9,3,5
5/30/24,8740,47,Female,23.28,8.3,9.01,1,44,58,162,10.39563295,2,8,7
11/2/24,3112,32,Female,23.58,9.02,9.43,5,62,170,1,9.351193362,7,1,9
10/17/24,3206,45,Other,23.02,4.84,5.82,3,58,204,144,4.766498781,4,6,3
11/5/24,1843,35,Other,21.75,6.15,8.4,5,53,47,34,5.445487622,8,8,8
7/22/24,5676,33,Male,21.53,5.66,8.13,9,71,26,98,10.48158362,4,10,7
9/21/24,9565,52,Other,22.45,6.67,8.22,5,32,223,137,10.15560317,3,4,10
12/21/24,2631,36,Other,21.35,3.89,6.54,4,48,198,149,8.89714419,4,3,8
5/25/24,9969,58,Other,22.92,3.74,4.82,1,26,5,23,8.527821719,10,3,6
11/29/24,9675,59,Other,23.92,4.86,4.95,5,78,221,165,5.74386337,9,7,8
12/26/24,3383,54,Female,20.33,2.72,6.39,4,70,247,104,8.205350729,2,5,6
4/28/24,5981,21,Other,22,7.04,9.04,2,65,54,116,9.12012435,3,9,9
4/7/24,3434,58,Male,23.3,8.52,9.22,4,46,90,43,11.54767174,9,2,5
6/19/24,8608,41,Male,22.42,3.06,4.64,9,66,90,13,8.040575292,7,9,4
2/26/24,3561,19,Male,22.37,6.11,7.74,9,51,202,117,7.714084907,3,2,4
4/30/24,2127,30,Male,22.28,5.01,6.72,7,25,205,100,4.319157246,8,5,10
8/10/24,7343,56,Other,22.3,6.53,8.23,5,22,53,163,11.60908247,6,6,6
3/5/24,6359,40,Female,20.33,4.42,8.08,2,89,33,80,11.18043604,8,4,2
11/20/24,7111,46,Other,22.57,5.17,6.6,4,52,145,165,7.849213767,7,3,5
5/21/24,1046,48,Male,22.67,7.01,8.34,7,48,141,156,11.67901789,7,3,3
5/21/24,1903,30,Male,20.42,5.88,9.46,9,82,242,111,8.57716647,5,5,4
7/4/24,3076,41,Male,22.4,6.93,8.53,5,16,91,159,6.379925107,2,6,10
4/30/24,9402,25,Female,20.45,0.95,4.5,4,0,78,133,8.472003591,4,5,8
7/8/24,8157,39,Male,23.72,7.74,8.02,10,33,270,50,11.42759703,4,5,1
2/19/24,9430,46,Female,23.22,8.4,9.18,1,70,99,177,5.631739494,5,6,3
6/3/24,9733,49,Other,21.33,5.45,8.12,9,55,229,158,6.924501122,6,8,6
9/2/24,1145,46,Male,22.18,2.88,4.69,7,15,127,11,9.443128193,4,10,1
10/10/24,7975,48,Other,23.75,6.49,6.74,8,54,111,158,8.900473965,7,1,5
5/20/24,8057,35,Other,22.82,7.52,8.71,4,86,163,112,10.44038125,4,1,7
8/19/24,2348,49,Male,21.52,2.57,5.05,9,21,263,36,4.558718862,8,6,1
4/12/24,5719,50,Male,23.78,4.47,4.69,10,85,240,53,6.311915565,6,9,5
12/31/24,4152,48,Male,20.97,3.18,6.22,2,87,288,117,6.48578508,10,9,4
7/31/24,3506,51,Other,21.93,2.89,4.95,3,5,259,100,9.433373062,7,1,6
6/12/24,9709,56,Female,21.68,5.1,7.41,9,50,274,95,8.060393938,9,7,8
6/1/24,5957,23,Female,23.53,4.34,4.8,6,77,119,24,10.89415307,5,2,7
7/9/24,2957,34,Other,20.08,4.18,8.09,4,7,92,72,6.237674621,8,8,2
10/2/24,9480,31,Female,22.6,7.14,8.54,4,5,160,127,5.306477134,4,4,6
7/18/24,9526,39,Other,21.45,3.29,5.84,2,11,210,56,7.150468132,10,7,2
3/17/24,4550,18,Male,22.77,5.59,6.82,7,77,166,178,11.70858,9,10,4
7/31/24,8221,22,Other,23.02,5.84,6.82,10,68,203,120,8.853283488,5,3,3
7/6/24,8504,47,Male,21.47,4.32,6.85,9,72,39,49,10.73207225,6,2,3
2/18/24,3227,39,Male,21.77,6.98,9.21,1,6,118,30,8.619964371,7,3,9
10/15/24,1606,41,Female,21.75,3.3,5.55,4,47,100,60,10.92085358,1,7,1
1/6/24,3026,27,Male,22.3,5.77,7.47,1,45,234,167,5.695553954,2,4,3
12/21/24,2475,57,Other,22.3,5.05,6.75,3,52,99,163,9.84341562,9,5,5
8/2/24,8467,23,Male,20.33,4.15,7.82,5,23,114,91,10.05665269,6,2,9
2/6/24,1464,32,Male,21.67,3.85,6.18,6,14,20,51,5.967977067,2,7,6
1/7/24,2673,18,Other,23.95,9.17,9.22,2,64,184,177,5.089759717,1,10,1
2/24/24,1771,32,Male,20.97,3.99,7.02,6,77,34,124,7.006852675,6,9,3
12/1/24,6056,40,Male,23.03,7.96,8.92,4,1,175,39,8.030488197,4,5,4
10/22/24,5046,54,Male,23.3,7.38,8.08,6,72,60,140,4.704161047,10,2,7
11/23/24,4520,48,Other,20.73,2.48,5.74,1,66,32,64,7.172304424,9,1,3
5/8/24,9874,22,Other,21.38,3.07,5.68,7,15,120,110,10.9712895,6,8,4
6/3/24,9492,20,Female,22.2,5.98,7.78,5,43,101,8,4.452917404,8,4,6
7/11/24,1999,55,Other,22.33,5.35,7.01,9,54,1,47,11.32866196,9,10,1
8/23/24,8384,52,Other,23.98,5.25,5.26,9,60,187,137,6.741368943,3,8,10
6/6/24,1744,50,Male,20.63,4.52,7.89,4,52,280,101,11.62844746,4,10,3
9/14/24,4843,32,Female,20.28,3.28,7,3,79,160,33,7.262359218,2,4,4
6/19/24,5705,34,Other,21.05,2.47,5.42,6,68,125,129,8.687856112,6,4,7
6/30/24,8097,31,Female,22.47,5.64,7.17,6,23,293,133,6.909842276,10,4,10
1/22/24,7304,40,Female,21.88,4,6.11,3,67,84,55,9.108114407,6,8,3
12/4/24,5629,57,Male,23.67,7.29,7.62,5,54,120,78,10.15541535,3,4,10
10/5/24,1375,36,Female,23.12,6.52,7.4,4,71,104,161,8.496823986,2,5,6
11/24/24,6386,29,Other,22.97,5.75,6.78,10,50,288,25,5.757710031,2,10,2
12/25/24,5648,29,Other,20.52,4.33,7.82,2,48,30,91,4.933328503,7,4,10
4/20/24,4965,47,Male,23.67,8.39,8.73,5,5,271,87,6.752332404,3,5,1
3/9/24,4784,38,Other,21.4,2.52,5.12,5,76,90,32,9.521894028,1,5,2
3/19/24,7699,19,Other,23.75,9.14,9.39,3,2,118,160,4.542716132,5,4,3
10/1/24,1736,35,Other,21.5,5.16,7.66,6,51,9,116,9.187268273,10,5,2
1/12/24,9577,34,Other,22.02,6.17,8.15,9,11,192,94,5.201702473,9,8,6
11/3/24,2993,52,Other,21.27,3.07,5.8,8,9,50,111,4.641538312,1,1,1
6/25/24,6861,24,Male,21.78,2.61,4.82,10,30,24,64,7.150421954,3,7,1
8/22/24,1086,34,Female,20.33,4.18,7.85,4,31,263,35,11.71593514,2,5,7
1/9/24,7183,43,Other,21.2,6.24,9.04,3,14,44,20,8.184505607,6,8,8
11/18/24,2198,39,Other,21.73,2.72,4.99,10,65,129,149,10.97661327,9,10,1
8/30/24,3415,35,Other,22.02,5.91,7.89,4,49,142,145,9.757028757,8,4,10
4/30/24,1336,43,Female,23.1,6.3,7.2,9,43,40,53,6.953661229,9,10,5
6/21/24,5006,37,Male,22.23,7.11,8.87,7,28,275,169,9.879382769,8,3,9
2/22/24,6729,25,Female,23.73,7.78,8.04,9,77,227,69,10.23059971,1,9,8
2/29/24,2254,35,Female,23.63,5.45,5.82,4,1,232,163,5.006601922,8,3,6
12/2/24,2650,25,Female,21.25,3.64,6.39,4,59,7,34,10.57505187,8,4,9
6/3/24,1658,43,Female,22.5,7.91,9.41,2,43,148,28,9.024679386,6,7,4
9/7/24,3903,31,Male,22.88,6.98,8.1,5,54,179,38,11.57935301,8,10,4
6/28/24,6419,50,Male,20.3,1.43,5.13,4,43,110,6,6.50961648,5,2,6
3/17/24,7701,55,Other,20.77,3.98,7.21,1,63,54,106,10.44171576,1,5,6
6/30/24,9372,54,Male,22.67,7.91,9.25,2,41,182,165,4.463217993,6,2,10
5/19/24,6363,47,Other,21.3,5.27,7.97,10,0,70,118,11.82056352,5,4,4
3/26/24,1777,40,Male,20.78,1.51,4.72,9,29,56,160,6.594681104,4,7,10
3/10/24,5114,32,Male,23.35,8.37,9.02,6,69,261,75,8.982361225,4,7,6
9/11/24,3418,54,Female,21.77,2.73,4.96,7,53,60,107,6.376425444,5,7,3
8/26/24,8113,45,Other,23.57,6.33,6.77,1,66,154,166,10.53595391,3,6,4
3/9/24,3241,58,Female,20.32,5.74,9.43,4,71,90,69,4.735704661,5,4,7
6/29/24,1360,57,Female,22.98,5.21,6.23,3,34,293,109,11.64569177,5,8,1
3/13/24,4330,55,Female,21.5,3.54,6.04,6,77,215,99,9.791523981,1,5,8
10/30/24,9293,42,Other,22.55,3.8,5.25,9,28,33,58,4.15504216,4,10,6
11/7/24,5101,53,Female,21.6,5.44,7.84,4,51,119,76,5.281938241,3,2,10
12/18/24,4651,43,Male,20.17,3.44,7.27,6,52,274,117,5.239416273,7,5,3
3/6/24,5271,19,Male,21.25,5.43,8.18,9,50,126,150,10.5421775,6,2,10
6/29/24,4788,39,Other,23.28,6.65,7.37,3,32,237,80,7.913030378,2,2,10
5/5/24,1532,22,Other,23.52,7.34,7.82,3,69,82,167,7.104724898,7,3,7
6/17/24,6143,35,Other,21.42,6.42,9,7,73,75,117,8.376421447,3,6,6
5/30/24,7494,50,Female,22.17,6.85,8.68,1,31,85,35,11.63745587,9,2,1
8/18/24,5527,54,Male,20.82,4.99,8.18,5,37,142,36,11.9842582,1,8,1
10/11/24,5766,55,Other,20.97,6.22,9.25,4,57,95,25,4.13094504,7,2,1
4/22/24,8484,21,Male,21.68,2.39,4.7,7,41,184,177,11.66380704,9,6,1
6/30/24,8940,21,Female,22.82,7.87,9.06,10,26,259,127,6.589584256,6,10,3
10/1/24,4187,47,Other,20.5,1.42,4.92,9,76,148,109,6.997416906,9,2,4
8/17/24,9571,39,Female,20.35,5.31,8.96,2,44,199,68,9.491911258,3,6,5
1/12/24,7764,46,Female,20.47,1.12,4.65,3,7,271,42,7.212764899,8,9,8
11/5/24,7233,22,Male,21.02,3.03,6.01,1,64,285,46,6.501661906,5,10,9
8/9/24,5668,33,Male,21.73,5,7.27,5,89,233,144,6.681496812,3,9,2
11/22/24,9046,48,Other,23.3,8.21,8.91,9,56,248,160,6.138398434,3,1,6
6/12/24,1223,49,Female,23.87,5.7,5.84,10,43,288,171,11.67810113,3,3,6
2/20/24,9648,37,Other,22.15,2.9,4.75,1,62,144,144,11.38935506,9,1,10
2/23/24,9324,35,Female,22.28,4.86,6.57,7,45,89,155,6.734442421,9,7,10
3/22/24,7944,42,Female,21.83,3.86,6.03,3,2,115,90,10.42841034,1,4,1
1/28/24,9403,51,Other,21.02,5.58,8.57,1,83,283,27,4.840669954,1,5,5
10/27/24,1420,35,Female,20.78,4.79,8.01,6,86,218,130,5.57032809,2,9,1
2/9/24,9527,29,Other,21.83,4.96,7.13,4,80,210,131,7.194430195,4,1,9
9/2/24,7120,56,Male,22.9,6.95,8.05,6,31,280,38,7.866432466,4,5,2
11/2/24,8569,37,Other,20.63,1.83,5.2,3,15,1,124,6.733778451,3,8,5
11/6/24,4287,42,Other,23.4,8.45,9.05,4,62,126,159,10.99842324,4,1,7
11/5/24,6883,38,Other,20.07,2.82,6.75,7,51,207,144,7.006821087,10,5,8
8/7/24,5397,25,Male,20.28,2.87,6.58,10,85,76,149,9.469173856,5,2,8
7/11/24,9220,18,Male,20.33,1.46,5.13,2,51,114,87,9.002592199,2,6,7
3/19/24,7666,33,Male,21.43,2.18,4.74,3,20,42,88,8.300041643,5,8,7
11/16/24,8330,43,Male,21.73,3.6,5.87,4,40,106,168,4.366715797,1,9,2
9/5/24,5811,25,Male,20.15,1.35,5.2,3,51,291,76,4.380821346,8,2,2
11/21/24,8230,56,Female,23.65,6.97,7.32,10,42,132,177,11.53281552,4,5,7
1/3/24,2112,27,Other,20.52,3.25,6.74,5,42,210,139,9.681801093,6,6,4
2/16/24,2896,39,Male,20.92,6.19,9.28,7,58,234,69,9.946779862,1,10,5
1/4/24,5582,32,Female,20.9,2.35,5.45,8,15,254,23,8.436318835,7,6,1
11/20/24,7861,48,Male,23.88,7.16,7.28,2,75,231,79,5.078730026,6,4,6
10/17/24,6736,20,Male,22.22,6.87,8.65,7,88,66,132,9.904960073,10,9,9
